"grade","rank","math","verbal","prev","rdg","father","mother","gender"
1,0.66,480,530,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.663157894736842,440,400,FALSE,"Never","Some College","Some College","Male"
1,0.876288659793814,490,520,FALSE,"Never","No High School","No High School","Male"
0,0.736961451247166,520,610,FALSE,"Never","Not Available","Not Available","Male"
1,0.818456883509834,610,590,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Female"
0,0.56115107913669,440,380,FALSE,"Never","Not Available","Not Available","Male"
1,0.64625850340136,390,400,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.510204081632653,440,590,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.822393822393822,490,420,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.675,570,500,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.900763358778626,500,450,FALSE,"Never","Some High School","Some High School","Female"
1,0.795918367346939,490,450,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
0,0.9125,510,510,FALSE,"Never","Associate/two-year degree","Associate/two-year degree","Female"
1,0.932098765432099,640,470,FALSE,"Never","Not Available","Not Available","Female"
1,0.608695652173913,420,410,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.654916512059369,450,440,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.661016949152542,430,380,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.305668016194332,520,500,FALSE,"Never","Some High School","Some College","Male"
0,0.305668016194332,520,500,TRUE,"Never","Some High School","Some College","Male"
0,0.497368421052632,540,520,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.75,630,570,FALSE,"Never","Some High School","Some College","Male"
1,0.594125500667557,490,430,FALSE,"Never","Associate/two-year degree","Some College","Female"
1,0.92814371257485,550,500,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.5,530,470,FALSE,"Never","Bachelor Degree","Associate/two-year degree","Female"
1,0.625,520,350,FALSE,"Never","Not Available","Not Available","Male"
1,0.755663430420712,660,570,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.146268656716418,530,510,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.555555555555556,530,540,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
0,0.435008665511265,480,510,FALSE,"Never","Not Available","Not Available","Male"
1,0.727272727272727,590,340,FALSE,"Never","No High School","Some High School","Female"
0,0.540540540540541,460,380,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
1,0.689411764705882,420,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.51685393258427,620,490,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.51685393258427,620,490,TRUE,"Never","Bachelor Degree","Some College","Female"
1,0.423575129533679,420,610,FALSE,"Never","Associate/two-year degree","Graduate/Professional degree","Male"
1,0.859281437125748,420,570,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.481632653061224,420,490,FALSE,"Never","Associate/two-year degree","Some College","Male"
0,0.225,420,530,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
0,0.428571428571429,500,450,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
1,0.863874345549738,520,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.310452418096724,520,470,FALSE,"Never","Bachelor Degree","Not Available","Male"
0,0.602631578947368,420,370,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.434782608695652,410,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.1,420,530,FALSE,"Never","Some High School","Some College","Male"
1,0.794871794871795,600,510,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.677749360613811,430,390,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.677749360613811,430,390,TRUE,"Never","Some College","High School Diploma or GED","Female"
1,0.925,620,560,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.45,560,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.639902676399027,570,520,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.545454545454545,440,380,FALSE,"Never","Some College","Some College","Male"
0,0.47008547008547,570,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.6,360,260,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.623655913978495,540,480,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.794117647058824,460,370,FALSE,"Never","No High School","No High School","Female"
0,0.290650406504065,530,530,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.402985074626866,470,460,FALSE,"Never","Associate/two-year degree","Some College","Male"
0,0.442822384428224,520,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.986842105263158,520,580,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
0,0.591916558018253,420,360,FALSE,"Never","Some College","Some College","Female"
0,0.591916558018253,420,360,TRUE,"Never","Some College","Some College","Female"
0,0.591916558018253,420,360,TRUE,"Never","Some College","Some College","Female"
1,0.45364238410596,470,480,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.72972972972973,640,350,FALSE,"Never","Graduate/Professional degree","High School Diploma or GED","Male"
1,0.770465489566613,630,530,FALSE,"Never","Associate/two-year degree","High School Diploma or GED","Male"
0,0.59270998415214,420,350,FALSE,"Never","Some High School","Some College","Male"
0,0.622222222222222,630,490,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.711111111111111,430,460,FALSE,"Never","Some College","Associate/two-year degree","Female"
0,0.459459459459459,520,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.926315789473684,480,480,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.292134831460674,420,610,FALSE,"Never","Associate/two-year degree","Some College","Male"
1,0.914529914529915,600,680,FALSE,"Never","Some College","Some College","Female"
1,0.8,480,570,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.633928571428571,480,550,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.200450450450450,510,540,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.69485903814262,500,500,FALSE,"Never","Associate/two-year degree","Some College","Female"
1,0.870748299319728,540,450,FALSE,"Never","Not Available","Not Available","Female"
0,0.425287356321839,490,410,FALSE,"Never","Some College","Graduate/Professional degree","Male"
1,0.82051282051282,400,360,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.769230769230769,390,260,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.948453608247423,570,530,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.860824742268041,480,600,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.857142857142857,580,560,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.671641791044776,440,390,FALSE,"Never","Some College","High School Diploma or GED","Male"
1,0.884514435695538,650,540,FALSE,"Never","Some College","Some College","Female"
0,0.308771929824561,560,510,FALSE,"Never","Some College","Some College","Male"
0,0.768608414239482,560,540,FALSE,"Never","Associate/two-year degree","Some College","Male"
0,0.643835616438356,580,410,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.96,540,490,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.511002444987775,520,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.644444444444444,560,510,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
0,0.196078431372549,420,390,FALSE,"Passed","High School Diploma or GED","Some High School","Female"
1,0.576923076923077,440,440,FALSE,"Never","No High School","No High School","Female"
0,0.63588850174216,540,520,FALSE,"Never","Not Available","Not Available","Male"
1,0.626865671641791,520,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.823529411764706,420,650,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.4,500,390,FALSE,"Never","Some College","Some College","Male"
0,0.4,500,390,TRUE,"Never","Some College","Some College","Male"
0,0.713193116634799,450,420,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.713193116634799,450,420,TRUE,"Never","High School Diploma or GED","Some College","Male"
1,0.608133086876155,500,490,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.457142857142857,480,470,FALSE,"Never","Not Available","Associate/two-year degree","Female"
0,0.658163265306122,460,400,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Male"
0,0.764705882352941,500,570,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.712,560,500,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.9,560,510,FALSE,"Never","Some High School","High School Diploma or GED","Female"
1,0.842490842490842,490,530,FALSE,"Never","Not Available","Not Available","Male"
0,0.570175438596491,510,440,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.526315789473684,530,550,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.58421052631579,540,520,FALSE,"Never","Not Available","Not Available","Male"
0,0.63609022556391,500,430,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.94240837696335,580,580,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.664586583463339,520,480,FALSE,"Never","Some College","Some College","Female"
1,0.676113360323887,610,340,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
0,0.546511627906977,560,550,FALSE,"Never","Associate/two-year degree","Some College","Male"
1,0.933333333333333,560,510,FALSE,"Never","Not Available","Not Available","Female"
0,0.543046357615894,390,480,FALSE,"Never","No High School","Some College","Male"
0,0.591836734693878,420,420,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.591836734693878,420,420,TRUE,"Never","High School Diploma or GED","Some College","Female"
1,0.7,580,410,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Female"
0,0.736572890025575,550,470,FALSE,"Never","Some College","Some College","Female"
0,0.736572890025575,550,470,TRUE,"Never","Some College","Some College","Female"
1,0.911646586345382,660,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.455370650529501,540,580,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.776119402985075,560,550,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.790697674418605,560,270,FALSE,"Never","No High School","Some High School","Male"
1,0.91304347826087,550,480,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.774193548387097,600,560,FALSE,"Never","Not Available","Not Available","Male"
1,0.695852534562212,440,550,FALSE,"Never","Not Available","Not Available","Male"
1,0.59375,360,510,FALSE,"Never","Not Available","Not Available","Male"
0,0.961538461538462,390,560,FALSE,"Never","Not Available","Not Available","Male"
1,0.925373134328358,570,610,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.358490566037736,520,470,FALSE,"Never","Not Available","Not Available","Male"
0,0.504504504504504,460,380,FALSE,"Never","Bachelor Degree","Associate/two-year degree","Male"
1,0.80952380952381,590,430,FALSE,"Never","Some High School","No High School","Male"
0,0.942857142857143,460,450,FALSE,"Never","Not Available","Not Available","Male"
1,0.667682926829268,400,350,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.703557312252964,490,490,FALSE,"Never","Some College","Some College","Female"
1,0.578947368421053,440,390,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.805491990846682,530,410,FALSE,"Never","Not Available","Not Available","Male"
1,0.892682926829268,620,680,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Female"
0,0.956521739130435,460,370,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.85,490,470,FALSE,"Never","Not Available","Not Available","Female"
1,0.96606334841629,660,660,FALSE,"Never","Not Available","Not Available","Female"
1,0.916666666666667,460,390,FALSE,"Never","Not Available","Not Available","Female"
0,0.495881383855025,500,370,FALSE,"Never","Not Available","Not Available","Female"
1,0.976744186046512,590,600,FALSE,"Never","Not Available","Not Available","Female"
0,0.759493670886076,460,490,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.673913043478261,500,520,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.584766584766585,440,340,FALSE,"Never","Some College","High School Diploma or GED","Male"
1,0.955072463768116,600,620,FALSE,"Never","Not Available","Not Available","Female"
0,0.876288659793814,570,440,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.876288659793814,570,440,TRUE,"Never","Bachelor Degree","Some College","Male"
1,0.947115384615385,620,640,FALSE,"Never","Not Available","Not Available","Female"
1,0.922222222222222,390,520,FALSE,"Never","Not Available","Not Available","Female"
0,0.740740740740741,540,450,FALSE,"Never","Not Available","Not Available","Male"
